disassembled_line_length_48,disassembled_line_length_44,disassembled_line_length_54,disassembled_line_length_40,disassembled_line_length_49,disassembled_line_length_51,disassembled_line_length_55,disassembled_line_length_53,disassembled_line_length_56,disassembled_line_length_50,disassembled_number_of_lines
118269.0,119268.0,41196.0,249419.0,114929.0,40690.0,36989.0,14571.0,48376.0,194103.0,1166258.0
2901.0,2752.0,546.0,409.0,1743.0,685.0,545.0,399.0,1150.0,1191.0,14549.0
620.0,996.0,939.0,2519.0,677.0,196.0,243.0,70.0,367.0,1596.0,9554.0
3201.0,6751.0,1268.0,1754.0,6295.0,834.0,1791.0,767.0,7206.0,1958.0,37580.0
7315.0,8200.0,1007.0,2968.0,3299.0,1740.0,1427.0,484.0,6871.0,3262.0,43152.0
13230.0,24464.0,6687.0,11417.0,21610.0,6163.0,4953.0,4626.0,23129.0,11355.0,162560.0
7851.0,8795.0,920.0,2901.0,3353.0,1678.0,1414.0,451.0,7580.0,3053.0,44758.0
2750.0,2744.0,706.0,1306.0,2756.0,542.0,854.0,295.0,640.0,930.0,15040.0
950.0,1102.0,277.0,1497.0,512.0,352.0,141.0,537.0,1002.0,2140.0,11365.0
325.0,645.0,126.0,2813.0,762.0,217.0,131.0,54.0,207.0,732.0,7323.0
13331.0,24566.0,6736.0,11579.0,21571.0,6244.0,5190.0,4539.0,23123.0,11551.0,163220.0
21506.0,47223.0,8352.0,17041.0,40508.0,12523.0,6301.0,7677.0,33675.0,21809.0,287311.0
2675.0,2649.0,680.0,835.0,2694.0,608.0,831.0,285.0,575.0,841.0,14029.0
6378.0,7161.0,924.0,2779.0,2779.0,1626.0,1229.0,485.0,5447.0,3064.0,37892.0
449.0,10360.0,2925.0,1871.0,7386.0,4042.0,3294.0,812.0,2997.0,13182.0,55803.0
7459.0,9363.0,946.0,3005.0,3199.0,1603.0,1352.0,411.0,6889.0,3117.0,45140.0
142.0,2192.0,509.0,1938.0,3296.0,635.0,620.0,222.0,1332.0,1168.0,15468.0
3187.0,6865.0,1289.0,1698.0,6221.0,845.0,1806.0,775.0,6919.0,2037.0,37610.0
2777.0,2578.0,691.0,857.0,2900.0,544.0,839.0,294.0,609.0,1026.0,14902.0
649.0,1120.0,1045.0,3580.0,776.0,239.0,270.0,70.0,446.0,1918.0,11718.0
2691.0,2601.0,701.0,761.0,2758.0,558.0,854.0,287.0,606.0,795.0,14100.0
19401.0,40272.0,7573.0,16047.0,34276.0,10403.0,5722.0,6606.0,28174.0,17543.0,248343.0
61683.0,71705.0,23151.0,149120.0,54403.0,15351.0,20946.0,6518.0,19622.0,51111.0,523302.0
4602.0,7893.0,1358.0,1593.0,1109.0,1033.0,736.0,1015.0,2692.0,3636.0,31684.0
502.0,1068.0,613.0,2112.0,779.0,401.0,653.0,186.0,549.0,764.0,9247.0
57694.0,89759.0,21732.0,68783.0,68613.0,19627.0,27647.0,9527.0,50687.0,44600.0,589192.0
367.0,593.0,155.0,3143.0,510.0,240.0,113.0,223.0,282.0,1310.0,9488.0
297.0,1211.0,147.0,2146.0,898.0,143.0,186.0,34.0,615.0,1872.0,8895.0
2700.0,2631.0,679.0,905.0,2724.0,525.0,844.0,289.0,597.0,724.0,13987.0
2643.0,2549.0,660.0,648.0,2624.0,515.0,823.0,280.0,553.0,661.0,13122.0
3463.0,7210.0,1408.0,2225.0,6711.0,946.0,1969.0,814.0,7542.0,2135.0,41011.0
24932.0,37068.0,10567.0,50355.0,30504.0,8948.0,12099.0,5171.0,16359.0,20091.0,271273.0
59008.0,91622.0,22379.0,72677.0,72517.0,18809.0,29163.0,5851.0,52824.0,37695.0,596114.0
367.0,593.0,155.0,3143.0,510.0,240.0,113.0,223.0,282.0,1310.0,9488.0
47196.0,107330.0,20717.0,276111.0,74155.0,26980.0,17861.0,19038.0,75305.0,74945.0,884844.0
14444.0,29712.0,5791.0,12611.0,25324.0,7416.0,4753.0,4216.0,20723.0,12534.0,182290.0
329.0,519.0,164.0,1804.0,564.0,283.0,171.0,71.0,278.0,575.0,5973.0
443.0,443.0,158.0,2926.0,625.0,254.0,109.0,128.0,293.0,607.0,7052.0
950.0,1102.0,277.0,1497.0,512.0,352.0,141.0,537.0,1002.0,2140.0,11365.0
191.0,6498.0,1936.0,2656.0,8200.0,1089.0,961.0,679.0,3184.0,3372.0,35321.0
3202.0,6746.0,1289.0,1740.0,6273.0,823.0,1796.0,779.0,7195.0,1971.0,37549.0
856.0,1353.0,285.0,666.0,1601.0,335.0,144.0,188.0,509.0,1069.0,8568.0
1120.0,493.0,318.0,190.0,62.0,239.0,85.0,648.0,741.0,1040.0,6261.0
2657.0,2739.0,684.0,1987.0,2742.0,518.0,875.0,299.0,595.0,689.0,15695.0
2669.0,2614.0,687.0,2760.0,2679.0,530.0,852.0,282.0,585.0,777.0,15773.0
3165.0,3055.0,1012.0,2045.0,2722.0,660.0,809.0,535.0,1122.0,2487.0,20848.0
12883.0,14007.0,2226.0,6444.0,7450.0,2470.0,3033.0,1127.0,10088.0,6544.0,81755.0
247189.0,282819.0,79812.0,119049.0,146484.0,54730.0,113365.0,17831.0,122864.0,165058.0,1576616.0
6821.0,8348.0,907.0,2969.0,3050.0,1534.0,1254.0,427.0,6150.0,2938.0,41510.0
6390.0,7170.0,929.0,2775.0,2767.0,1617.0,1222.0,471.0,5410.0,3076.0,37918.0
674.0,1020.0,371.0,2248.0,926.0,435.0,266.0,294.0,397.0,1346.0,9771.0
2962.0,3215.0,976.0,1355.0,3164.0,724.0,752.0,534.0,1097.0,2234.0,20015.0
325.0,645.0,126.0,2813.0,762.0,217.0,131.0,54.0,207.0,732.0,7323.0
84165.0,104208.0,37974.0,68290.0,83340.0,18556.0,45878.0,13560.0,84377.0,45289.0,663473.0
3205.0,6779.0,1287.0,1744.0,6304.0,837.0,1799.0,764.0,7170.0,2002.0,37632.0
620.0,996.0,939.0,2519.0,677.0,196.0,243.0,70.0,367.0,1596.0,9554.0
3186.0,6769.0,1288.0,1763.0,6289.0,810.0,1796.0,771.0,7174.0,1963.0,37581.0
7213.0,8881.0,904.0,2938.0,3255.0,1524.0,1329.0,418.0,6563.0,3009.0,43452.0
12881.0,13978.0,2223.0,6402.0,7448.0,2462.0,3040.0,1122.0,10093.0,6559.0,81701.0
8260.0,13651.0,3276.0,14373.0,13205.0,3859.0,3950.0,17799.0,9741.0,7604.0,124191.0
12864.0,14013.0,2225.0,6440.0,7445.0,2468.0,3046.0,1118.0,10099.0,6543.0,81750.0
2825.0,2644.0,680.0,1114.0,2662.0,702.0,828.0,297.0,579.0,853.0,14683.0
2717.0,2660.0,727.0,812.0,2877.0,538.0,899.0,296.0,629.0,880.0,14671.0
19223.0,28667.0,81823.0,97657.0,54471.0,23955.0,29360.0,78004.0,13547.0,84373.0,717506.0
1648.0,1296.0,204.0,1987.0,861.0,161.0,210.0,136.0,205.0,466.0,8475.0
118813.0,119964.0,34693.0,41386.0,86472.0,24405.0,47974.0,17322.0,42753.0,52750.0,666259.0
6838.0,8364.0,917.0,3000.0,3058.0,1533.0,1253.0,433.0,6136.0,2929.0,41567.0
3164.0,6792.0,1269.0,1768.0,6287.0,838.0,1790.0,773.0,7182.0,1989.0,37640.0
295.0,472.0,129.0,3833.0,318.0,211.0,154.0,122.0,237.0,2168.0,8770.0
6823.0,8350.0,916.0,2953.0,3019.0,1535.0,1267.0,425.0,6131.0,2929.0,41496.0
1564.0,2232.0,571.0,1697.0,1761.0,649.0,651.0,221.0,1353.0,1066.0,15233.0
8149.0,13269.0,3296.0,14158.0,12682.0,3813.0,3845.0,17812.0,9618.0,7427.0,122172.0
4977.0,7224.0,1781.0,7057.0,6472.0,1805.0,2355.0,749.0,4888.0,4225.0,54343.0
4206.0,8224.0,1664.0,3281.0,7696.0,1133.0,2319.0,874.0,8269.0,2587.0,48630.0
398.0,606.0,206.0,3172.0,544.0,136.0,94.0,68.0,359.0,492.0,7102.0
76876.0,108602.0,30370.0,115178.0,109282.0,25508.0,39771.0,7037.0,79511.0,49012.0,841037.0
3155.0,6762.0,1265.0,1740.0,6262.0,839.0,1786.0,768.0,7201.0,2012.0,37567.0
3470.0,7184.0,1421.0,2222.0,6737.0,941.0,1972.0,802.0,7540.0,2156.0,41025.0
12702.0,25841.0,4936.0,11875.0,22894.0,6525.0,4543.0,4400.0,18750.0,12360.0,162512.0
2657.0,2618.0,677.0,889.0,2711.0,555.0,834.0,301.0,606.0,805.0,14176.0
7494.0,9336.0,935.0,3007.0,3258.0,1607.0,1359.0,436.0,7002.0,3097.0,45506.0
2643.0,2549.0,660.0,648.0,2624.0,515.0,823.0,280.0,553.0,661.0,13122.0
2497.0,7044.0,1271.0,1697.0,1854.0,895.0,647.0,939.0,2167.0,4571.0,27297.0
2670.0,2575.0,711.0,1651.0,2853.0,532.0,868.0,286.0,733.0,711.0,15353.0
8358.0,13907.0,3338.0,14553.0,13399.0,3870.0,4056.0,17833.0,9802.0,7669.0,125851.0
2475.0,3573.0,962.0,3737.0,3619.0,839.0,1235.0,260.0,2735.0,1473.0,27304.0
443.0,443.0,158.0,2926.0,625.0,254.0,109.0,128.0,293.0,607.0,7052.0
620.0,996.0,939.0,2519.0,677.0,196.0,243.0,70.0,367.0,1596.0,9554.0
4214.0,8251.0,1661.0,3300.0,7699.0,1127.0,2312.0,875.0,8254.0,2582.0,48631.0
3334.0,81767.0,27999.0,25511.0,109740.0,21911.0,30983.0,11570.0,47402.0,64184.0,542240.0
828.0,2029.0,315.0,1209.0,858.0,857.0,220.0,484.0,1051.0,2013.0,11834.0
402.0,7971.0,2044.0,6407.0,11109.0,1748.0,1883.0,1192.0,4165.0,5049.0,53247.0
2746.0,2710.0,719.0,1031.0,2802.0,554.0,876.0,292.0,627.0,797.0,14688.0
2709.0,2641.0,731.0,694.0,2695.0,1096.0,824.0,305.0,611.0,787.0,14804.0
97.0,151.0,31.0,28.0,67.0,43.0,19.0,23.0,76.0,129.0,839.0
3187.0,6822.0,1303.0,1606.0,6231.0,782.0,1808.0,761.0,6889.0,2090.0,37809.0
29550.0,25552.0,9115.0,43097.0,16317.0,7652.0,6211.0,2952.0,12343.0,26713.0,240814.0
1015.0,1790.0,500.0,6433.0,1125.0,431.0,467.0,967.0,802.0,2087.0,18564.0
1649.0,2264.0,574.0,1797.0,1767.0,624.0,677.0,216.0,1350.0,1016.0,15285.0
12883.0,13994.0,2224.0,6441.0,7433.0,2463.0,3038.0,1119.0,10082.0,6551.0,81747.0
14610.0,30044.0,5957.0,12754.0,25302.0,7350.0,4826.0,4225.0,20852.0,12465.0,183569.0
2824.0,2623.0,695.0,790.0,2729.0,624.0,864.0,283.0,603.0,875.0,14596.0
2727.0,2769.0,694.0,826.0,2716.0,619.0,847.0,286.0,643.0,810.0,14491.0
4202.0,8259.0,1668.0,3291.0,7675.0,1136.0,2305.0,874.0,8266.0,2598.0,48643.0
132.0,2219.0,528.0,1813.0,3286.0,638.0,637.0,219.0,1367.0,1190.0,15472.0
2629.0,2544.0,649.0,1616.0,2634.0,538.0,825.0,281.0,562.0,798.0,14850.0
480.0,633.0,102.0,163.0,221.0,214.0,92.0,10.0,200.0,219.0,2835.0
223837.0,226661.0,89646.0,261072.0,168674.0,81674.0,95701.0,28722.0,108595.0,261120.0,1842522.0
12024.0,11953.0,5682.0,18418.0,17752.0,6073.0,3999.0,2765.0,11163.0,11567.0,154180.0
4887.0,6550.0,1730.0,3292.0,4675.0,1899.0,1840.0,1232.0,2581.0,3916.0,38972.0
1140.0,14897.0,3774.0,35107.0,10403.0,6892.0,3572.0,1493.0,6673.0,23906.0,131882.0
11691.0,16227.0,5000.0,16197.0,14880.0,4320.0,4785.0,4382.0,10967.0,47071.0,217975.0
47416.0,107496.0,20782.0,276256.0,74287.0,26991.0,17880.0,19071.0,75446.0,75012.0,886269.0
457.0,210.0,168.0,77.0,94.0,225.0,51.0,128.0,286.0,831.0,3196.0
2081.0,2195.0,691.0,4812.0,1444.0,1006.0,474.0,485.0,926.0,4170.0,24084.0
102133.0,102647.0,33664.0,173999.0,95956.0,36134.0,28643.0,13042.0,40308.0,187515.0,988882.0
3129.0,3372.0,1409.0,5661.0,3937.0,1949.0,2191.0,941.0,1757.0,8825.0,44613.0
2744.0,2667.0,695.0,824.0,2754.0,560.0,850.0,291.0,622.0,813.0,14305.0
3175.0,6794.0,1273.0,1740.0,6260.0,826.0,1786.0,772.0,7176.0,1968.0,37548.0
344.0,447.0,153.0,2636.0,427.0,201.0,118.0,110.0,266.0,848.0,6440.0
440.0,197.0,122.0,85.0,44.0,138.0,37.0,186.0,277.0,472.0,2577.0
49500.0,50288.0,15829.0,78208.0,36141.0,27715.0,12895.0,11473.0,39270.0,83281.0,528738.0
297.0,1211.0,147.0,2146.0,898.0,143.0,186.0,34.0,615.0,1872.0,8895.0
7926.0,9056.0,926.0,2894.0,3394.0,1624.0,1424.0,429.0,7662.0,3129.0,45257.0
855.0,895.0,259.0,2307.0,584.0,194.0,190.0,51.0,533.0,663.0,7920.0
2748.0,2714.0,676.0,1622.0,2738.0,638.0,832.0,284.0,573.0,957.0,15577.0
3171.0,6869.0,1294.0,1592.0,6265.0,778.0,1823.0,763.0,6883.0,2104.0,37880.0
2390.0,1693.0,737.0,61491.0,949.0,1226.0,351.0,462.0,1172.0,4047.0,78601.0
2632.0,2543.0,644.0,633.0,2643.0,527.0,825.0,280.0,542.0,648.0,13043.0
2696.0,2713.0,690.0,1343.0,2687.0,612.0,1018.0,293.0,601.0,739.0,14831.0
1703.0,1388.0,646.0,640.0,462.0,1466.0,286.0,447.0,809.0,4656.0,15965.0
1025.0,2499.0,294.0,1334.0,529.0,206.0,130.0,511.0,996.0,1309.0,10584.0
64854.0,91536.0,25454.0,96783.0,92058.0,21716.0,33555.0,6082.0,66925.0,41784.0,708680.0
380.0,926.0,200.0,544.0,410.0,128.0,136.0,69.0,402.0,307.0,4174.0
410.0,216.0,131.0,70.0,38.0,109.0,31.0,151.0,298.0,424.0,2410.0
13418.0,24606.0,6659.0,11463.0,21490.0,6230.0,5046.0,4562.0,23009.0,11415.0,162860.0
12873.0,13999.0,2211.0,6436.0,7460.0,2465.0,3041.0,1117.0,10097.0,6549.0,81745.0
526.0,901.0,346.0,4703.0,541.0,351.0,191.0,369.0,294.0,2029.0,12531.0
2632.0,2543.0,644.0,633.0,2643.0,527.0,825.0,280.0,542.0,648.0,13043.0
1580.0,22888.0,7060.0,6990.0,32598.0,4779.0,6275.0,1214.0,9943.0,10379.0,124492.0
2758.0,2689.0,701.0,1298.0,2801.0,570.0,858.0,295.0,653.0,886.0,15062.0
2912.0,4012.0,1404.0,2741.0,2737.0,1961.0,679.0,866.0,1558.0,7565.0,34620.0
988.0,1533.0,400.0,4935.0,1115.0,342.0,212.0,390.0,642.0,1331.0,14528.0
7865.0,8784.0,928.0,2901.0,3349.0,1674.0,1426.0,450.0,7575.0,3061.0,44770.0
52616.0,91567.0,8987.0,39727.0,2620.0,35592.0,936.0,149887.0,22132.0,93466.0,552293.0
648.0,8523.0,1958.0,2901.0,2556.0,2439.0,1407.0,436.0,3751.0,6664.0,45207.0
3163.0,6773.0,1279.0,1748.0,6270.0,844.0,1790.0,776.0,7190.0,1970.0,37579.0
8311.0,13563.0,3281.0,14091.0,13073.0,3852.0,3897.0,17831.0,9760.0,7535.0,123459.0
2711.0,2732.0,933.0,10156.0,2422.0,909.0,776.0,759.0,1151.0,2900.0,29059.0
3594.0,3900.0,1326.0,8066.0,2995.0,1112.0,1035.0,650.0,1441.0,4293.0,32507.0
1391.0,1837.0,514.0,791.0,1036.0,535.0,605.0,271.0,806.0,977.0,10590.0
4295.0,10509.0,1773.0,69052.0,7085.0,3124.0,1073.0,759.0,2750.0,6115.0,126945.0
482.0,586.0,920.0,488.0,353.0,246.0,1324.0,191.0,296.0,682.0,6738.0
2643.0,2549.0,660.0,648.0,2624.0,515.0,823.0,280.0,553.0,661.0,13122.0
2931.0,2512.0,1060.0,1148.0,1760.0,951.0,686.0,406.0,1594.0,1762.0,18014.0
1076.0,1684.0,391.0,5026.0,1100.0,372.0,273.0,390.0,638.0,1354.0,14903.0
1838.0,8617.0,345.0,651.0,251.0,885.0,123.0,9189.0,1254.0,2559.0,28126.0
5909.0,3750.0,2248.0,2572.0,1732.0,3456.0,1231.0,2345.0,3804.0,11179.0,48514.0
1648.0,2293.0,613.0,2062.0,1849.0,610.0,728.0,116.0,1485.0,915.0,15994.0
61675.0,71795.0,23205.0,149173.0,54416.0,15350.0,20957.0,6524.0,19625.0,51103.0,523540.0
161.0,2978.0,668.0,2233.0,4306.0,684.0,752.0,457.0,1564.0,1485.0,19296.0
16546.0,17092.0,7682.0,22261.0,13908.0,7976.0,3107.0,5772.0,9889.0,36215.0,178645.0
2081.0,2195.0,691.0,4812.0,1444.0,1006.0,474.0,485.0,926.0,4170.0,24084.0
5068.0,7489.0,1997.0,6724.0,7193.0,1815.0,2213.0,709.0,5569.0,4587.0,57213.0
2450.0,2142.0,1046.0,1201.0,718.0,2043.0,504.0,873.0,1426.0,5795.0,23936.0
945.0,1531.0,596.0,5320.0,949.0,1595.0,235.0,82.0,764.0,1557.0,16451.0
106.0,154.0,29.0,36.0,66.0,38.0,23.0,24.0,76.0,112.0,842.0
82146.0,80595.0,22933.0,84147.0,88424.0,18734.0,33475.0,18018.0,34545.0,38226.0,609451.0
2717.0,2710.0,698.0,950.0,2776.0,548.0,850.0,301.0,655.0,855.0,14558.0
3672.0,9810.0,2071.0,11555.0,1081.0,3944.0,978.0,1934.0,4795.0,42634.0,104178.0
2782.0,2707.0,691.0,766.0,2665.0,633.0,848.0,298.0,611.0,876.0,14304.0
7855.0,8762.0,953.0,2884.0,3345.0,1684.0,1423.0,456.0,7564.0,3110.0,44790.0
23879.0,56062.0,9374.0,107502.0,44314.0,17586.0,7650.0,8012.0,34941.0,27766.0,414306.0
46710.0,104065.0,12219.0,14085.0,5535.0,7845.0,14506.0,481.0,21190.0,4107.0,265721.0
798.0,1315.0,319.0,10563.0,862.0,374.0,184.0,329.0,623.0,1361.0,19125.0
968.0,1460.0,385.0,5055.0,1121.0,326.0,223.0,391.0,673.0,1365.0,14580.0
2800.0,3292.0,1181.0,5586.0,2698.0,688.0,850.0,692.0,1205.0,2129.0,24932.0
855.0,1308.0,371.0,8062.0,878.0,1003.0,322.0,191.0,651.0,2072.0,18277.0
2905.0,2627.0,681.0,897.0,2815.0,547.0,835.0,285.0,634.0,732.0,14527.0
7932.0,8462.0,2825.0,24759.0,7922.0,2297.0,4363.0,708.0,4765.0,5794.0,80234.0
2924.0,4048.0,1411.0,2764.0,2764.0,1963.0,688.0,866.0,1575.0,7564.0,34792.0
480.0,637.0,101.0,163.0,220.0,213.0,95.0,10.0,200.0,219.0,2840.0
106.0,154.0,29.0,36.0,66.0,38.0,23.0,24.0,76.0,112.0,842.0
98424.0,220577.0,25276.0,26163.0,9737.0,15903.0,30485.0,551.0,43756.0,5978.0,545944.0
2800.0,3292.0,1181.0,5586.0,2698.0,688.0,850.0,692.0,1205.0,2129.0,24932.0
410.0,220.0,138.0,3995.0,147.0,13565.0,45.0,277.0,172.0,2101.0,22811.0
855.0,895.0,259.0,2307.0,584.0,194.0,190.0,51.0,533.0,663.0,7920.0
106.0,154.0,29.0,36.0,66.0,38.0,23.0,24.0,76.0,112.0,842.0
6158.0,7970.0,2892.0,8500.0,7964.0,2259.0,2793.0,2610.0,6001.0,6124.0,73894.0
8128.0,8376.0,2947.0,24685.0,8146.0,2322.0,4436.0,752.0,4990.0,5880.0,81298.0
1015.0,1790.0,500.0,6433.0,1125.0,431.0,467.0,967.0,802.0,2087.0,18564.0
1005.0,29188.0,10669.0,11228.0,44543.0,10076.0,13717.0,1480.0,10452.0,9340.0,173713.0
398.0,606.0,206.0,3172.0,544.0,136.0,94.0,68.0,359.0,492.0,7102.0
43064.0,127065.0,23051.0,79038.0,82673.0,38596.0,7105.0,14677.0,81002.0,37239.0,695468.0
4602.0,7893.0,1358.0,1593.0,1109.0,1033.0,736.0,1015.0,2692.0,3636.0,31684.0
5616.0,8935.0,2507.0,60240.0,8409.0,2071.0,3067.0,850.0,6271.0,6087.0,128574.0
97.0,151.0,31.0,28.0,67.0,43.0,19.0,23.0,76.0,129.0,839.0
477.0,636.0,103.0,166.0,218.0,216.0,95.0,10.0,200.0,218.0,2842.0
2971.0,3263.0,1061.0,5449.0,2909.0,817.0,759.0,774.0,1232.0,3142.0,26383.0
828.0,2029.0,315.0,1209.0,858.0,857.0,220.0,484.0,1051.0,2013.0,11834.0
7462.0,9352.0,933.0,2975.0,3238.0,1613.0,1358.0,432.0,6966.0,3090.0,45316.0
3165.0,6785.0,1289.0,1762.0,6272.0,841.0,1795.0,770.0,7181.0,1980.0,37630.0
3189.0,6850.0,1300.0,1741.0,6213.0,845.0,1804.0,770.0,6939.0,2003.0,37657.0
12856.0,14008.0,2218.0,6432.0,7452.0,2465.0,3042.0,1121.0,10089.0,6553.0,81735.0
50106.0,51006.0,15960.0,78058.0,36133.0,27933.0,12909.0,11376.0,39100.0,81810.0,529436.0
429.0,553.0,439.0,641.0,436.0,567.0,131.0,165.0,375.0,1142.0,6890.0
2715.0,2643.0,681.0,1339.0,2764.0,541.0,850.0,285.0,606.0,809.0,14657.0
12883.0,14002.0,2223.0,6442.0,7456.0,2454.0,3039.0,1125.0,10078.0,6557.0,81756.0
20756.0,23425.0,8079.0,95028.0,21862.0,11003.0,7425.0,4768.0,15755.0,37384.0,303451.0
2754.0,2573.0,718.0,1048.0,2882.0,523.0,856.0,355.0,626.0,724.0,14786.0
5776.0,4726.0,2043.0,2838.0,1941.0,3994.0,1006.0,2158.0,3305.0,11662.0,51019.0
2728.0,2578.0,689.0,711.0,2685.0,536.0,835.0,302.0,567.0,827.0,13884.0
953.0,1405.0,340.0,4591.0,1265.0,323.0,205.0,159.0,518.0,1386.0,13410.0
3048.0,3554.0,990.0,6960.0,2599.0,775.0,923.0,1405.0,1418.0,3308.0,29229.0
339.0,426.0,158.0,2585.0,425.0,202.0,127.0,100.0,270.0,829.0,6345.0
7285.0,3692.0,2001.0,1919.0,1147.0,2885.0,1204.0,1294.0,4810.0,11322.0,45924.0
49797.0,46991.0,14749.0,28391.0,44172.0,17650.0,19002.0,23133.0,36863.0,29252.0,365164.0
5487.0,6852.0,1994.0,13147.0,6697.0,1872.0,2230.0,1078.0,4755.0,6954.0,67052.0
19753.0,40624.0,7527.0,16120.0,34927.0,10579.0,5996.0,6642.0,28473.0,17558.0,251403.0
3188.0,6773.0,1267.0,1781.0,6276.0,826.0,1788.0,779.0,7178.0,1975.0,37629.0
1038.0,1598.0,594.0,6347.0,1043.0,1692.0,339.0,93.0,855.0,1603.0,18083.0
2274.0,1122.0,909.0,522.0,557.0,1042.0,298.0,1750.0,1525.0,4973.0,18277.0
388.0,1341.0,176.0,2008.0,466.0,344.0,120.0,159.0,334.0,2022.0,8646.0
1601.0,1637.0,582.0,9305.0,966.0,889.0,380.0,168.0,1012.0,1857.0,20680.0
25067.0,17303.0,17447.0,7757.0,15516.0,14514.0,15992.0,3582.0,13100.0,15064.0,169862.0
2643.0,2549.0,660.0,648.0,2624.0,515.0,823.0,280.0,553.0,661.0,13122.0
2615.0,2542.0,646.0,637.0,2621.0,517.0,824.0,278.0,542.0,627.0,12983.0
2702.0,2602.0,728.0,682.0,2850.0,554.0,837.0,342.0,566.0,1595.0,14900.0
3091.0,2598.0,691.0,966.0,2646.0,799.0,831.0,296.0,553.0,869.0,15039.0
247189.0,282821.0,79810.0,119048.0,146483.0,54730.0,113366.0,17831.0,122865.0,165059.0,1576619.0
5665.0,14132.0,2559.0,13795.0,9740.0,6818.0,1912.0,689.0,5258.0,11002.0,92003.0
817.0,1401.0,322.0,4472.0,1171.0,321.0,206.0,158.0,535.0,1389.0,13191.0
8793.0,11615.0,5322.0,10689.0,9221.0,3986.0,4447.0,3100.0,6701.0,23822.0,114433.0
2735.0,2788.0,677.0,1588.0,2932.0,543.0,839.0,286.0,616.0,872.0,15317.0
2548.0,3558.0,916.0,3589.0,3724.0,842.0,1286.0,222.0,2587.0,1431.0,27182.0
412.0,409.0,385.0,347.0,573.0,899.0,192.0,221.0,274.0,774.0,5894.0
993.0,1534.0,374.0,5017.0,1190.0,390.0,212.0,381.0,588.0,1358.0,14681.0
1302.0,590.0,476.0,256.0,399.0,804.0,162.0,391.0,730.0,2390.0,9520.0
460.0,930.0,208.0,578.0,584.0,472.0,161.0,65.0,364.0,1053.0,6301.0
78996.0,87235.0,10793.0,35122.0,30222.0,9926.0,10177.0,7118.0,21116.0,56167.0,417431.0
19223.0,28667.0,81823.0,97657.0,54471.0,23955.0,29360.0,78004.0,13547.0,84373.0,717506.0
855.0,895.0,259.0,2307.0,584.0,194.0,190.0,51.0,533.0,663.0,7920.0
7730.0,8807.0,924.0,2872.0,3381.0,1693.0,1410.0,410.0,7594.0,2972.0,44385.0
100779.0,100687.0,35067.0,99543.0,79397.0,24864.0,38530.0,20478.0,27067.0,114712.0,825944.0
97491.0,221511.0,25539.0,26139.0,9787.0,15933.0,30665.0,569.0,43992.0,6083.0,546859.0
8284.0,13654.0,3338.0,14223.0,13112.0,3807.0,3941.0,17810.0,9738.0,7622.0,124074.0
14652.0,29850.0,5933.0,12657.0,25257.0,7406.0,4804.0,4192.0,20840.0,12508.0,183383.0
16943.0,8275.0,6795.0,11951.0,13874.0,12960.0,5033.0,4560.0,11515.0,34372.0,162453.0
2250.0,1218.0,733.0,903.0,579.0,1103.0,306.0,941.0,1225.0,3323.0,15834.0
380.0,926.0,200.0,544.0,410.0,128.0,136.0,69.0,402.0,307.0,4174.0
2988.0,2852.0,754.0,640.0,2884.0,596.0,903.0,360.0,648.0,744.0,14587.0
96487.0,111442.0,32360.0,32636.0,76979.0,19429.0,44980.0,17435.0,39552.0,43974.0,576661.0
1606.0,2152.0,645.0,4966.0,1803.0,831.0,455.0,326.0,940.0,2222.0,19597.0
2181.0,1924.0,988.0,503.0,681.0,1250.0,383.0,664.0,1261.0,4275.0,19106.0
127.0,3068.0,876.0,766.0,1741.0,1254.0,933.0,346.0,1375.0,3788.0,16908.0
12864.0,14006.0,2224.0,6433.0,7456.0,2464.0,3035.0,1120.0,10086.0,6550.0,81758.0
6525.0,11221.0,2015.0,3986.0,1876.0,1115.0,1642.0,311.0,2933.0,1858.0,40351.0
2752.0,2734.0,761.0,856.0,2685.0,575.0,858.0,294.0,611.0,924.0,14702.0
1825.0,2610.0,730.0,6372.0,1968.0,564.0,565.0,458.0,1103.0,2080.0,21824.0
28755.0,32260.0,10072.0,63204.0,34430.0,12159.0,11597.0,3685.0,25909.0,52741.0,371702.0
1650.0,1210.0,623.0,915.0,656.0,956.0,347.0,452.0,962.0,3086.0,13915.0
87510.0,125225.0,33851.0,99932.0,96619.0,42801.0,42176.0,50427.0,76033.0,167506.0,1038980.0
325.0,645.0,126.0,2813.0,762.0,217.0,131.0,54.0,207.0,732.0,7323.0
39256.0,103319.0,20602.0,86933.0,76351.0,33622.0,9554.0,14590.0,70421.0,49088.0,646099.0
60639.0,70186.0,22762.0,147554.0,52934.0,14984.0,20427.0,6430.0,18543.0,50479.0,511909.0
6015.0,4354.0,2438.0,4706.0,4403.0,4078.0,1733.0,2136.0,4017.0,11535.0,58129.0
18166.0,3537.0,1190.0,38885.0,3423.0,1191.0,1099.0,565.0,2865.0,17341.0,96696.0
2643.0,2549.0,660.0,648.0,2624.0,515.0,823.0,280.0,553.0,661.0,13122.0
1769.0,1202.0,803.0,1920.0,852.0,1452.0,431.0,489.0,1139.0,4706.0,18849.0
6858.0,8328.0,899.0,2978.0,3078.0,1538.0,1257.0,427.0,6122.0,2920.0,41505.0
